db_id,record_id,table_name,column_name,column_type,cryptic_name,cryptic_reason,coded_value
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,ImpactWindy,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,ImpactCalmWeather,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,ImpactColdWeather,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,ImpactLowAirPressure,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,HouseholdSize,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,Education,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,ImpactFishingRegs,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,Status,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,Income,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,PlatformFishingTrips,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,ImpactCovid19Fishing,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,ImpactCovid19Distance,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,ImpactDistance,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,Age,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,Gender,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,FishingSkills,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,FishingProvince,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,ProvinceResidence,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,FishingExperience,number,False,,True
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,FishingReason_Relaxation,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,FishingReason_Enjoyment,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,FishingReason_Social,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,FishingReason_Food,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,FishingReason_Sport,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,FishingReason_Outside,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,FishingReason_Competition,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,UseAA_Maps,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,UseAA_Species,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,UseAA_Regs,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,UseAA_Logbook,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,UseAA_Events,boolean,False,,False
doi_10.5061_dryad.1vhhmgr3m,doi:10.5061/dryad.1vhhmgr3m,C01_AASurvey_exemplarydata,UseAA_Posts,boolean,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,sampleCode,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,speciesCode,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,Plot,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,Species_binomial,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,Genus,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,Family,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,Abundance,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,nAtomP,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,ALogP,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,TopoPSA,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,Fsp3,number,True,alphanumeric_code_like,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,MW,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,SLA,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,LeafArea,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,LeafThickness,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,TwigBarkThickness_Relative,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,TwigSpecDens,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,nAtomP_75,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,ALogP_25,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,TopoPSA_25,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,TopoPSA_75,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,Fsp3_75,number,True,alphanumeric_code_like,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,Elevation,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS1,Plot_simp,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,Plot,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,Elevation,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,Climate_PC1,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,Climate_PC2,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,invSimpson,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,nAtomP,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,ALogP,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,TopoPSA,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,Fsp3,number,True,alphanumeric_code_like,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,MW,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,SLA,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,LeafArea,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,LeafThickness,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,TwigBarkThickness_Relative,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,TwigSpecDens,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,PhyloPCoA1,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,PhyloPCoA2,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,nAtomP_75,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,ALogP_25,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,TopoPSA_75,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,TopoPSA_25,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS2,Fsp3_75,number,True,alphanumeric_code_like,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,id,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,X.featureID,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,csi_smiles,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,table_number,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,smiles,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,structure_source,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,kingdom,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,superclass,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,class,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,subclass,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,direct_parent,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,class_results,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,superclass_results,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,pathway_results,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,isglycoside,boolean,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,custom,text,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MW,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,nAtom,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,naAromAtom,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,nAtomLC,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,nAtomP,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,nB,number,True,very_short,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,nAromBond,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,nRotB,number,True,multiple_short_tokens,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,XLogP,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,ALogP,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MLogP,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,TopoPSA,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,tpsaEfficiency,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,HybRatio,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,Fsp3,number,True,alphanumeric_code_like,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,FMF,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,ECCEN,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,WPATH,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,WPOL,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,nHBDon,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,nHBAcc,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,PC1,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,PC2,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,PC3,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,PC4,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,PC5,number,True,all_caps_abbreviation,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0209.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0213.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0206.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0221.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0211.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0215.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0212.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0204.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0220.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0208.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0214.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0223.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0207.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0224.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0219.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0222.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0210.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0205.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0216.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0203.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0218.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0217.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0587.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0585.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0572.mzXML.Peak.area,number,False,,False
